Dates	Ticker	Weight
31/07/2014	1832555D UQ Equity	0.001162
31/07/2014	1872828D UW Equity	0.000000
31/07/2014	1878384D UQ Equity	0.001609
31/07/2014	1893407D UW Equity	0.001529
31/07/2014	2083506D UW Equity	0.001472
31/07/2014	ACAD UW Equity	0.004627
31/07/2014	ACOR UW Equity	0.002812
31/07/2014	ACRX UQ Equity	0.000695
31/07/2014	AEGR UW Equity	0.002286
31/07/2014	AFFX UW Equity	0.001443
31/07/2014	AGIO UW Equity	0.003156
31/07/2014	AKRXQ UW Equity	0.000000
31/07/2014	ALKS UW Equity	0.014253
31/07/2014	ALNY UW Equity	0.009419
31/07/2014	ALXN UW Equity	0.067340
31/07/2014	AMAG UW Equity	0.000965
31/07/2014	AMGN UW Equity	0.084637
31/07/2014	AMRI UW Equity	0.001421
31/07/2014	AMRN UQ Equity	0.000687
31/07/2014	ARIA UW Equity	0.002482
31/07/2014	ARNA UW Equity	0.002346
31/07/2014	AUXL UW Equity	0.002321
31/07/2014	AVNR UW Equity	0.001921
31/07/2014	BCRX UW Equity	0.002024
31/07/2014	BIIB UW Equity	0.080687
31/07/2014	BLUE UW Equity	0.002122
31/07/2014	BMRN UW Equity	0.020807
31/07/2014	CBST UW Equity	0.010578
31/07/2014	CCXI UW Equity	0.000549
31/07/2014	CELG UW Equity	0.087774
31/07/2014	CERS UQ Equity	0.000589
31/07/2014	CLDX UW Equity	0.002698
31/07/2014	CLVSQ UW Equity	0.002851
31/07/2014	CMRX UQ Equity	0.001796
31/07/2014	CRIS UQ Equity	0.000385
31/07/2014	DNDNQ UW Equity	0.000764
31/07/2014	DYAX UQ Equity	0.002951
31/07/2014	ECYT UW Equity	0.000635
31/07/2014	ENDPQ UW Equity	0.023558
31/07/2014	EPZM UW Equity	0.002395
31/07/2014	ESPR UQ Equity	0.000509
31/07/2014	EXEL UW Equity	0.001814
31/07/2014	GERN UW Equity	0.000871
31/07/2014	GEVA UW Equity	0.005210
31/07/2014	GHDX UW Equity	0.001836
31/07/2014	GILD UW Equity	0.086875
31/07/2014	GRFS UW Equity	0.008003
31/07/2014	HALO UW Equity	0.002797
31/07/2014	HZNP UW Equity	0.001440
31/07/2014	ICEL UQ Equity	0.000418
31/07/2014	IDIX UW Equity	0.008496
31/07/2014	ILMN UW Equity	0.038936
31/07/2014	IMGN UW Equity	0.002134
31/07/2014	IMMU UQ Equity	0.000691
31/07/2014	INCY UW Equity	0.018392
31/07/2014	INFI UW Equity	0.001018
31/07/2014	INSYQ UQ Equity	0.002134
31/07/2014	INVA UW Equity	0.005637
31/07/2014	IONS UW Equity	0.008404
31/07/2014	IPXL UW Equity	0.003779
31/07/2014	IRWD UW Equity	0.004079
31/07/2014	ITMN UW Equity	0.010005
31/07/2014	JAZZ UW Equity	0.019141
31/07/2014	KYTH UW Equity	0.001755
31/07/2014	LGND UQ Equity	0.002350
31/07/2014	LMNX UW Equity	0.001785
31/07/2014	LUMO UQ Equity	0.001362
31/07/2014	LXRX UW Equity	0.001746
31/07/2014	MACK UQ Equity	0.001410
31/07/2014	MDCO UW Equity	0.003505
31/07/2014	MDGL UQ Equity	0.000850
31/07/2014	MDVN UW Equity	0.013101
31/07/2014	MLNTQ UW Equity	0.000705
31/07/2014	MNKD UQ Equity	0.007493
31/07/2014	MNTA UW Equity	0.001294
31/07/2014	MYGN UW Equity	0.006230
31/07/2014	MYL UW Equity	0.038168
31/07/2014	NBIX UW Equity	0.002376
31/07/2014	NKTR UW Equity	0.003090
31/07/2014	NPSP UW Equity	0.006852
31/07/2014	NVAX UW Equity	0.002377
31/07/2014	OMER UQ Equity	0.001065
31/07/2014	ONTX UW Equity	0.000243
31/07/2014	OREXQ UW Equity	0.001339
31/07/2014	OSIR UQ Equity	0.001168
31/07/2014	PACB UW Equity	0.000743
31/07/2014	PCRX UW Equity	0.007566
31/07/2014	PDLI UW Equity	0.003474
31/07/2014	PGNX UW Equity	0.000767
31/07/2014	PRTA UW Equity	0.001096
31/07/2014	PTCT UW Equity	0.001833
31/07/2014	PTLA UW Equity	0.002384
31/07/2014	QCOR UW Equity	0.012653
31/07/2014	QGEN UW Equity	0.013135
31/07/2014	REGN UW Equity	0.039694
31/07/2014	RGEN UW Equity	0.001550
31/07/2014	RGLS UQ Equity	0.000639
31/07/2014	RIGL UW Equity	0.000660
31/07/2014	RPTP UQ Equity	0.001243
31/07/2014	SCLN UW Equity	0.000572
31/07/2014	SCMP UQ Equity	0.000602
31/07/2014	SGEN UW Equity	0.009998
31/07/2014	SGMO UW Equity	0.001862
31/07/2014	SGNT UW Equity	0.001873
31/07/2014	SGYPQ UW Equity	0.000789
31/07/2014	SHPG UW Equity	0.017163
31/07/2014	SLXP UW Equity	0.019292
31/07/2014	SPPI UW Equity	0.001065
31/07/2014	SQNM UW Equity	0.001007
31/07/2014	SRPT UW Equity	0.002002
31/07/2014	SUPN UQ Equity	0.000840
31/07/2014	SVA UW Equity	0.000710
31/07/2014	TECH UW Equity	0.007963
31/07/2014	UTHR UW Equity	0.010061
31/07/2014	VNDA UQ Equity	0.001148
31/07/2014	VRTX UW Equity	0.047410
31/07/2014	VSTM UQ Equity	0.000440
31/07/2014	VVUSQ UW Equity	0.001149
31/07/2014	XNPT UW Equity	0.000612
31/07/2014	XOMA UQ Equity	0.000957
31/07/2014	ZGNX UQ Equity	0.000425
31/08/2014	1832555D UQ Equity	0.001064
31/08/2014	1872828D UW Equity	0.000000
31/08/2014	1878384D UQ Equity	0.002088
31/08/2014	1893407D UW Equity	0.002395
31/08/2014	2083506D UW Equity	0.001282
31/08/2014	ACAD UW Equity	0.005076
31/08/2014	ACOR UW Equity	0.002902
31/08/2014	ACRX UQ Equity	0.000662
31/08/2014	AEGR UW Equity	0.001926
31/08/2014	AFFX UW Equity	0.001349
31/08/2014	AGIO UW Equity	0.003356
31/08/2014	AKRXQ UW Equity	0.000000
31/08/2014	ALKS UW Equity	0.013825
31/08/2014	ALNY UW Equity	0.011257
31/08/2014	ALXN UW Equity	0.066486
31/08/2014	AMAG UW Equity	0.001061
31/08/2014	AMGN UW Equity	0.085865
31/08/2014	AMRI UW Equity	0.001370
31/08/2014	AMRN UQ Equity	0.000683
31/08/2014	ARIA UW Equity	0.002485
31/08/2014	ARNA UW Equity	0.001935
31/08/2014	AUXL UW Equity	0.001999
31/08/2014	AVNR UW Equity	0.002126
31/08/2014	BCRX UW Equity	0.002023
31/08/2014	BIIB UW Equity	0.076752
31/08/2014	BLUE UW Equity	0.002357
31/08/2014	BMRN UW Equity	0.022227
31/08/2014	CBST UW Equity	0.011117
31/08/2014	CCXI UW Equity	0.000473
31/08/2014	CELG UW Equity	0.088737
31/08/2014	CERS UQ Equity	0.000583
31/08/2014	CLDX UW Equity	0.003040
31/08/2014	CLVSQ UW Equity	0.003449
31/08/2014	CMRX UQ Equity	0.001872
31/08/2014	CRIS UQ Equity	0.000322
31/08/2014	DNDNQ UW Equity	0.000465
31/08/2014	DYAX UQ Equity	0.002965
31/08/2014	ECYT UW Equity	0.000653
31/08/2014	ENDPQ UW Equity	0.020746
31/08/2014	EPZM UW Equity	0.002446
31/08/2014	ESPR UQ Equity	0.000513
31/08/2014	EXEL UW Equity	0.001724
31/08/2014	GERN UW Equity	0.000799
31/08/2014	GEVA UW Equity	0.005096
31/08/2014	GHDX UW Equity	0.001986
31/08/2014	GILD UW Equity	0.094659
31/08/2014	GRFS UW Equity	0.008125
31/08/2014	HALO UW Equity	0.002530
31/08/2014	HZNP UW Equity	0.001618
31/08/2014	ICEL UQ Equity	0.000386
31/08/2014	ILMN UW Equity	0.040494
31/08/2014	IMGN UW Equity	0.002169
31/08/2014	IMMU UQ Equity	0.000659
31/08/2014	INCY UW Equity	0.019430
31/08/2014	INFI UW Equity	0.001173
31/08/2014	INSYQ UQ Equity	0.002586
31/08/2014	INVA UW Equity	0.005675
31/08/2014	IONS UW Equity	0.010249
31/08/2014	IPXL UW Equity	0.003692
31/08/2014	IRWD UW Equity	0.003307
31/08/2014	ITMN UW Equity	0.015533
31/08/2014	JAZZ UW Equity	0.020694
31/08/2014	KYTH UW Equity	0.001822
31/08/2014	LGND UQ Equity	0.002307
31/08/2014	LMNX UW Equity	0.001714
31/08/2014	LUMO UQ Equity	0.001646
31/08/2014	LXRX UW Equity	0.001674
31/08/2014	MACK UQ Equity	0.001544
31/08/2014	MDCO UW Equity	0.003561
31/08/2014	MDGL UQ Equity	0.000893
31/08/2014	MDVN UW Equity	0.014935
31/08/2014	MLNTQ UW Equity	0.000751
31/08/2014	MNKD UQ Equity	0.006125
31/08/2014	MNTA UW Equity	0.001330
31/08/2014	MYGN UW Equity	0.005791
31/08/2014	MYL UW Equity	0.034839
31/08/2014	NBIX UW Equity	0.002646
31/08/2014	NKTR UW Equity	0.003872
31/08/2014	NPSP UW Equity	0.006863
31/08/2014	NVAX UW Equity	0.002388
31/08/2014	OMER UQ Equity	0.001081
31/08/2014	ONTX UW Equity	0.000242
31/08/2014	OREXQ UW Equity	0.001418
31/08/2014	OSIR UQ Equity	0.001046
31/08/2014	PACB UW Equity	0.000883
31/08/2014	PCRX UW Equity	0.008255
31/08/2014	PDLI UW Equity	0.003465
31/08/2014	PGNX UW Equity	0.000820
31/08/2014	PRTA UW Equity	0.001340
31/08/2014	PTCT UW Equity	0.002036
31/08/2014	PTLA UW Equity	0.002453
31/08/2014	QGEN UW Equity	0.012048
31/08/2014	REGN UW Equity	0.040798
31/08/2014	RGEN UW Equity	0.001306
31/08/2014	RGLS UQ Equity	0.000638
31/08/2014	RIGL UW Equity	0.000487
31/08/2014	RPTP UQ Equity	0.001476
31/08/2014	SCLN UW Equity	0.000755
31/08/2014	SCMP UQ Equity	0.000652
31/08/2014	SGEN UW Equity	0.011591
31/08/2014	SGMO UW Equity	0.002078
31/08/2014	SGNT UW Equity	0.001896
31/08/2014	SGYPQ UW Equity	0.000782
31/08/2014	SHPG UW Equity	0.015776
31/08/2014	SLXP UW Equity	0.021577
31/08/2014	SPPI UW Equity	0.001137
31/08/2014	SQNM UW Equity	0.000923
31/08/2014	SRPT UW Equity	0.001995
31/08/2014	SUPN UQ Equity	0.000814
31/08/2014	SVA UW Equity	0.000657
31/08/2014	TECH UW Equity	0.007557
31/08/2014	UTHR UW Equity	0.012088
31/08/2014	VNDA UQ Equity	0.000937
31/08/2014	VRTX UW Equity	0.046264
31/08/2014	VSTM UQ Equity	0.000481
31/08/2014	VVUSQ UW Equity	0.000948
31/08/2014	XNPT UW Equity	0.000672
31/08/2014	XOMA UQ Equity	0.001001
31/08/2014	ZGNX UQ Equity	0.000403
30/09/2014	1832555D UQ Equity	0.001071
30/09/2014	1872828D UW Equity	0.000000
30/09/2014	1878384D UQ Equity	0.002338
30/09/2014	1893407D UW Equity	0.002221
30/09/2014	2083506D UW Equity	0.001282
30/09/2014	ACAD UW Equity	0.005602
30/09/2014	ACOR UW Equity	0.003218
30/09/2014	ACRX UQ Equity	0.000542
30/09/2014	AEGR UW Equity	0.002244
30/09/2014	AFFX UW Equity	0.001333
30/09/2014	AGIO UW Equity	0.004810
30/09/2014	AKRXQ UW Equity	0.000000
30/09/2014	ALKS UW Equity	0.014226
30/09/2014	ALNY UW Equity	0.013570
30/09/2014	ALXN UW Equity	0.040730
30/09/2014	AMAG UW Equity	0.001594
30/09/2014	AMGN UW Equity	0.083809
30/09/2014	AMRI UW Equity	0.001631
30/09/2014	AMRN UQ Equity	0.000410
30/09/2014	ARIA UW Equity	0.002298
30/09/2014	ARNA UW Equity	0.002096
30/09/2014	AUXL UW Equity	0.003420
30/09/2014	AVNR UW Equity	0.004661
30/09/2014	BCRX UW Equity	0.001597
30/09/2014	BIIB UW Equity	0.080200
30/09/2014	BLUE UW Equity	0.002335
30/09/2014	BMRN UW Equity	0.024157
30/09/2014	CBST UW Equity	0.011433
30/09/2014	CCXI UW Equity	0.000444
30/09/2014	CELG UW Equity	0.082955
30/09/2014	CERS UQ Equity	0.000676
30/09/2014	CLDX UW Equity	0.002637
30/09/2014	CLVSQ UW Equity	0.003506
30/09/2014	CMRX UQ Equity	0.002242
30/09/2014	CRIS UQ Equity	0.000276
30/09/2014	DNDNQ UW Equity	0.000525
30/09/2014	DYAX UQ Equity	0.003137
30/09/2014	ECYT UW Equity	0.000575
30/09/2014	ENDPQ UW Equity	0.023866
30/09/2014	EPZM UW Equity	0.002072
30/09/2014	ESPR UQ Equity	0.000860
30/09/2014	EXEL UW Equity	0.000679
30/09/2014	GERN UW Equity	0.000714
30/09/2014	GEVA UW Equity	0.005191
30/09/2014	GHDX UW Equity	0.002031
30/09/2014	GILD UW Equity	0.082291
30/09/2014	GRFS UW Equity	0.007564
30/09/2014	HALO UW Equity	0.002595
30/09/2014	HZNP UW Equity	0.002089
30/09/2014	ICEL UQ Equity	0.000252
30/09/2014	ILMN UW Equity	0.038003
30/09/2014	IMGN UW Equity	0.002070
30/09/2014	IMMU UQ Equity	0.000788
30/09/2014	INCY UW Equity	0.018797
30/09/2014	INFI UW Equity	0.001484
30/09/2014	INSYQ UQ Equity	0.003045
30/09/2014	INVA UW Equity	0.004473
30/09/2014	IONS UW Equity	0.010403
30/09/2014	IPXL UW Equity	0.003814
30/09/2014	IRWD UW Equity	0.003563
30/09/2014	JAZZ UW Equity	0.022002
30/09/2014	KYTH UW Equity	0.001690
30/09/2014	LGND UQ Equity	0.002222
30/09/2014	LMNX UW Equity	0.001898
30/09/2014	LUMO UQ Equity	0.001360
30/09/2014	LXRX UW Equity	0.001652
30/09/2014	MACK UQ Equity	0.002090
30/09/2014	MDCO UW Equity	0.003308
30/09/2014	MDGL UQ Equity	0.000715
30/09/2014	MDVN UW Equity	0.017276
30/09/2014	MLNTQ UW Equity	0.000829
30/09/2014	MNKD UQ Equity	0.005411
30/09/2014	MNTA UW Equity	0.001363
30/09/2014	MYGN UW Equity	0.006389
30/09/2014	MYL UW Equity	0.038719
30/09/2014	NBIX UW Equity	0.002707
30/09/2014	NKTR UW Equity	0.003496
30/09/2014	NPSP UW Equity	0.006305
30/09/2014	NVAX UW Equity	0.002262
30/09/2014	OMER UQ Equity	0.000984
30/09/2014	ONTX UW Equity	0.000212
30/09/2014	OREXQ UW Equity	0.001188
30/09/2014	OSIR UQ Equity	0.000983
30/09/2014	PACB UW Equity	0.000789
30/09/2014	PCRX UW Equity	0.007916
30/09/2014	PDLI UW Equity	0.002731
30/09/2014	PGNX UW Equity	0.000821
30/09/2014	PRTA UW Equity	0.001380
30/09/2014	PTCT UW Equity	0.003011
30/09/2014	PTLA UW Equity	0.002381
30/09/2014	QGEN UW Equity	0.012055
30/09/2014	REGN UW Equity	0.074369
30/09/2014	RGEN UW Equity	0.001479
30/09/2014	RGLS UQ Equity	0.000674
30/09/2014	RIGL UW Equity	0.000388
30/09/2014	RPTP UQ Equity	0.001369
30/09/2014	SCLN UW Equity	0.000801
30/09/2014	SCMP UQ Equity	0.000655
30/09/2014	SGEN UW Equity	0.010444
30/09/2014	SGMO UW Equity	0.001673
30/09/2014	SGNT UW Equity	0.002257
30/09/2014	SGYPQ UW Equity	0.000601
30/09/2014	SHPG UW Equity	0.018634
30/09/2014	SLXP UW Equity	0.022643
30/09/2014	SPPI UW Equity	0.001218
30/09/2014	SQNM UW Equity	0.000788
30/09/2014	SRPT UW Equity	0.001965
30/09/2014	SUPN UQ Equity	0.000849
30/09/2014	SVA UW Equity	0.000608
30/09/2014	TECH UW Equity	0.007878
30/09/2014	UTHR UW Equity	0.013838
30/09/2014	VNDA UQ Equity	0.000800
30/09/2014	VRTX UW Equity	0.049911
30/09/2014	VSTM UQ Equity	0.000501
30/09/2014	VVUSQ UW Equity	0.000909
30/09/2014	XNPT UW Equity	0.000762
30/09/2014	XOMA UQ Equity	0.001026
30/09/2014	ZGNX UQ Equity	0.000369
31/10/2014	1832555D UQ Equity	0.000991
31/10/2014	1872828D UW Equity	0.000000
31/10/2014	1878384D UQ Equity	0.002586
31/10/2014	1893407D UW Equity	0.002406
31/10/2014	2083506D UW Equity	0.001294
31/10/2014	ACAD UW Equity	0.005768
31/10/2014	ACOR UW Equity	0.003044
31/10/2014	ACRX UQ Equity	0.000602
31/10/2014	AEGR UW Equity	0.001249
31/10/2014	AFFX UW Equity	0.001385
31/10/2014	AGIO UW Equity	0.006063
31/10/2014	AKRXQ UW Equity	0.000000
31/10/2014	ALKS UW Equity	0.015436
31/10/2014	ALNY UW Equity	0.014828
31/10/2014	ALXN UW Equity	0.043255
31/10/2014	AMAG UW Equity	0.001518
31/10/2014	AMGN UW Equity	0.089052
31/10/2014	AMRI UW Equity	0.001582
31/10/2014	AMRN UQ Equity	0.000326
31/10/2014	ARIA UW Equity	0.002334
31/10/2014	ARNA UW Equity	0.002007
31/10/2014	AUXL UW Equity	0.003392
31/10/2014	AVNR UW Equity	0.005243
31/10/2014	BCRX UW Equity	0.001761
31/10/2014	BIIB UW Equity	0.071633
31/10/2014	BLUE UW Equity	0.002514
31/10/2014	BMRN UW Equity	0.025416
31/10/2014	CBST UW Equity	0.011464
31/10/2014	CCXI UW Equity	0.000510
31/10/2014	CELG UW Equity	0.086254
31/10/2014	CERS UQ Equity	0.000645
31/10/2014	CLDX UW Equity	0.003136
31/10/2014	CLVSQ UW Equity	0.004243
31/10/2014	CMRX UQ Equity	0.002318
31/10/2014	CRIS UQ Equity	0.000236
31/10/2014	DNDNQ UW Equity	0.000329
31/10/2014	DYAX UQ Equity	0.003528
31/10/2014	ECYT UW Equity	0.000521
31/10/2014	ENDPQ UW Equity	0.021506
31/10/2014	EPZM UW Equity	0.001866
31/10/2014	ESPR UQ Equity	0.001206
31/10/2014	EXEL UW Equity	0.000695
31/10/2014	GERN UW Equity	0.000733
31/10/2014	GEVA UW Equity	0.005260
31/10/2014	GHDX UW Equity	0.002399
31/10/2014	GILD UW Equity	0.079677
31/10/2014	GRFS UW Equity	0.007013
31/10/2014	HALO UW Equity	0.002524
31/10/2014	HZNP UW Equity	0.002876
31/10/2014	ICEL UQ Equity	0.000256
31/10/2014	ILMN UW Equity	0.041087
31/10/2014	IMGN UW Equity	0.001666
31/10/2014	IMMU UQ Equity	0.000770
31/10/2014	INCY UW Equity	0.023650
31/10/2014	INFI UW Equity	0.001386
31/10/2014	INSYQ UQ Equity	0.002939
31/10/2014	INVA UW Equity	0.003858
31/10/2014	IONS UW Equity	0.011356
31/10/2014	IPXL UW Equity	0.004289
31/10/2014	IRWD UW Equity	0.003548
31/10/2014	JAZZ UW Equity	0.021292
31/10/2014	KYTH UW Equity	0.001674
31/10/2014	LGND UQ Equity	0.002405
31/10/2014	LMNX UW Equity	0.001701
31/10/2014	LUMO UQ Equity	0.001908
31/10/2014	LXRX UW Equity	0.001563
31/10/2014	MACK UQ Equity	0.002008
31/10/2014	MDCO UW Equity	0.003453
31/10/2014	MDGL UQ Equity	0.000647
31/10/2014	MDVN UW Equity	0.016996
31/10/2014	MLNTQ UW Equity	0.000947
31/10/2014	MNKD UQ Equity	0.005064
31/10/2014	MNTA UW Equity	0.001207
31/10/2014	MYGN UW Equity	0.006020
31/10/2014	MYL UW Equity	0.041944
31/10/2014	NBIX UW Equity	0.002944
31/10/2014	NKTR UW Equity	0.003676
31/10/2014	NPSP UW Equity	0.006114
31/10/2014	NVAX UW Equity	0.002796
31/10/2014	OMER UQ Equity	0.001180
31/10/2014	ONTX UW Equity	0.000221
31/10/2014	OREXQ UW Equity	0.001042
31/10/2014	OSIR UQ Equity	0.000979
31/10/2014	PACB UW Equity	0.000970
31/10/2014	PCRX UW Equity	0.006976
31/10/2014	PDLI UW Equity	0.002869
31/10/2014	PGNX UW Equity	0.000704
31/10/2014	PRTA UW Equity	0.001257
31/10/2014	PTCT UW Equity	0.002833
31/10/2014	PTLA UW Equity	0.002841
31/10/2014	QGEN UW Equity	0.011430
31/10/2014	REGN UW Equity	0.074740
31/10/2014	RGEN UW Equity	0.001724
31/10/2014	RGLS UQ Equity	0.001814
31/10/2014	RIGL UW Equity	0.000364
31/10/2014	RPTP UQ Equity	0.001263
31/10/2014	SCLN UW Equity	0.000817
31/10/2014	SCMP UQ Equity	0.000800
31/10/2014	SGEN UW Equity	0.009479
31/10/2014	SGMO UW Equity	0.001733
31/10/2014	SGNT UW Equity	0.002113
31/10/2014	SGYPQ UW Equity	0.000681
31/10/2014	SHPG UW Equity	0.013226
31/10/2014	SLXP UW Equity	0.019185
31/10/2014	SPPI UW Equity	0.001043
31/10/2014	SQNM UW Equity	0.000799
31/10/2014	SRPT UW Equity	0.001386
31/10/2014	SUPN UQ Equity	0.000722
31/10/2014	SVA UW Equity	0.000616
31/10/2014	TECH UW Equity	0.007056
31/10/2014	UTHR UW Equity	0.012964
31/10/2014	VNDA UQ Equity	0.000852
31/10/2014	VRTX UW Equity	0.046065
31/10/2014	VSTM UQ Equity	0.000514
31/10/2014	VVUSQ UW Equity	0.000734
31/10/2014	XNPT UW Equity	0.000883
31/10/2014	XOMA UQ Equity	0.000962
31/10/2014	ZGNX UQ Equity	0.000375
30/11/2014	1832555D UQ Equity	0.001075
30/11/2014	1872828D UW Equity	0.000000
30/11/2014	1878384D UQ Equity	0.002930
30/11/2014	1893407D UW Equity	0.002547
30/11/2014	2083506D UW Equity	0.001327
30/11/2014	ACAD UW Equity	0.006011
30/11/2014	ACOR UW Equity	0.003079
30/11/2014	ACRX UQ Equity	0.000585
30/11/2014	AEGR UW Equity	0.001260
30/11/2014	AFFX UW Equity	0.001356
30/11/2014	AGIO UW Equity	0.007030
30/11/2014	AKRXQ UW Equity	0.000000
30/11/2014	ALKS UW Equity	0.016238
30/11/2014	ALNY UW Equity	0.015538
30/11/2014	ALXN UW Equity	0.042577
30/11/2014	AMAG UW Equity	0.001859
30/11/2014	AMGN UW Equity	0.087725
30/11/2014	AMRI UW Equity	0.001069
30/11/2014	AMRN UQ Equity	0.000432
30/11/2014	ARIA UW Equity	0.002691
30/11/2014	ARNA UW Equity	0.001864
30/11/2014	AUXL UW Equity	0.003522
30/11/2014	AVNR UW Equity	0.005843
30/11/2014	BCRX UW Equity	0.001570
30/11/2014	BIIB UW Equity	0.066343
30/11/2014	BLUE UW Equity	0.002386
30/11/2014	BMRN UW Equity	0.026713
30/11/2014	CBST UW Equity	0.011619
30/11/2014	CCXI UW Equity	0.000404
30/11/2014	CELG UW Equity	0.088498
30/11/2014	CERS UQ Equity	0.000679
30/11/2014	CLDX UW Equity	0.003669
30/11/2014	CLVSQ UW Equity	0.003270
30/11/2014	CMRX UQ Equity	0.002900
30/11/2014	CRIS UQ Equity	0.000258
30/11/2014	DYAX UQ Equity	0.003870
30/11/2014	ECYT UW Equity	0.000546
30/11/2014	ENDPQ UW Equity	0.022726
30/11/2014	EPZM UW Equity	0.001554
30/11/2014	ESPR UQ Equity	0.001261
30/11/2014	EXEL UW Equity	0.000655
30/11/2014	GERN UW Equity	0.001168
30/11/2014	GEVA UW Equity	0.005450
30/11/2014	GHDX UW Equity	0.002122
30/11/2014	GILD UW Equity	0.068974
30/11/2014	GRFS UW Equity	0.006006
30/11/2014	HALO UW Equity	0.002227
30/11/2014	HZNP UW Equity	0.003074
30/11/2014	ICEL UQ Equity	0.000211
30/11/2014	ILMN UW Equity	0.039360
30/11/2014	IMGN UW Equity	0.001789
30/11/2014	IMMU UQ Equity	0.000778
30/11/2014	INCY UW Equity	0.025750
30/11/2014	INFI UW Equity	0.001476
30/11/2014	INSYQ UQ Equity	0.002705
30/11/2014	INVA UW Equity	0.003522
30/11/2014	IONS UW Equity	0.012340
30/11/2014	IPXL UW Equity	0.004571
30/11/2014	IRWD UW Equity	0.003385
30/11/2014	JAZZ UW Equity	0.021583
30/11/2014	KYTH UW Equity	0.001755
30/11/2014	LGND UQ Equity	0.002265
30/11/2014	LMNX UW Equity	0.001601
30/11/2014	LUMO UQ Equity	0.002206
30/11/2014	LXRX UW Equity	0.001063
30/11/2014	MACK UQ Equity	0.001939
30/11/2014	MDCO UW Equity	0.003534
30/11/2014	MDGL UQ Equity	0.000670
30/11/2014	MDVN UW Equity	0.018010
30/11/2014	MLNTQ UW Equity	0.000968
30/11/2014	MNKD UQ Equity	0.005008
30/11/2014	MNTA UW Equity	0.001254
30/11/2014	MYGN UW Equity	0.004940
30/11/2014	MYL UW Equity	0.044368
30/11/2014	NBIX UW Equity	0.003062
30/11/2014	NKTR UW Equity	0.004295
30/11/2014	NPSP UW Equity	0.007156
30/11/2014	NVAX UW Equity	0.002577
30/11/2014	OMER UQ Equity	0.001536
30/11/2014	ONTX UW Equity	0.000209
30/11/2014	OREXQ UW Equity	0.001436
30/11/2014	OSIR UQ Equity	0.000913
30/11/2014	PACB UW Equity	0.000966
30/11/2014	PCRX UW Equity	0.006823
30/11/2014	PDLI UW Equity	0.002685
30/11/2014	PGNX UW Equity	0.000980
30/11/2014	PRTA UW Equity	0.001343
30/11/2014	PTCT UW Equity	0.002998
30/11/2014	PTLA UW Equity	0.002709
30/11/2014	QGEN UW Equity	0.011268
30/11/2014	REGN UW Equity	0.076340
30/11/2014	RGEN UW Equity	0.001511
30/11/2014	RGLS UQ Equity	0.001813
30/11/2014	RIGL UW Equity	0.000380
30/11/2014	RPTP UQ Equity	0.001222
30/11/2014	SCLN UW Equity	0.000878
30/11/2014	SCMP UQ Equity	0.001051
30/11/2014	SGEN UW Equity	0.009104
30/11/2014	SGMO UW Equity	0.001666
30/11/2014	SGNT UW Equity	0.001861
30/11/2014	SGYPQ UW Equity	0.000572
30/11/2014	SHPG UW Equity	0.022433
30/11/2014	SLXP UW Equity	0.013236
30/11/2014	SPPI UW Equity	0.000959
30/11/2014	SQNM UW Equity	0.000708
30/11/2014	SRPT UW Equity	0.001403
30/11/2014	SUPN UQ Equity	0.000770
30/11/2014	SVA UW Equity	0.000560
30/11/2014	TECH UW Equity	0.006861
30/11/2014	UTHR UW Equity	0.012682
30/11/2014	VNDA UQ Equity	0.001026
30/11/2014	VRTX UW Equity	0.046591
30/11/2014	VSTM UQ Equity	0.000486
30/11/2014	VVUSQ UW Equity	0.000701
30/11/2014	XNPT UW Equity	0.001121
30/11/2014	XOMA UQ Equity	0.001233
30/11/2014	ZGNX UQ Equity	0.000325
31/12/2014	1832555D UQ Equity	0.001077
31/12/2014	1872828D UW Equity	0.000000
31/12/2014	1878384D UQ Equity	0.002386
31/12/2014	1893407D UW Equity	0.002118
31/12/2014	2083506D UW Equity	0.001120
31/12/2014	ACAD UW Equity	0.005464
31/12/2014	ACOR UW Equity	0.002957
31/12/2014	ACRX UQ Equity	0.000507
31/12/2014	ADVM UQ Equity	0.002093
31/12/2014	AEGR UW Equity	0.001027
31/12/2014	AERI UQ Equity	0.001208
31/12/2014	AFFX UW Equity	0.001368
31/12/2014	AGIO UW Equity	0.006703
31/12/2014	AKBA UQ Equity	0.000408
31/12/2014	AKRXQ UW Equity	0.000000
31/12/2014	ALDR UQ Equity	0.001546
31/12/2014	ALIM UQ Equity	0.000423
31/12/2014	ALKS UW Equity	0.014772
31/12/2014	ALNY UW Equity	0.012873
31/12/2014	ALXN UW Equity	0.038081
31/12/2014	AMAG UW Equity	0.001816
31/12/2014	AMGN UW Equity	0.077303
31/12/2014	AMPH UW Equity	0.000894
31/12/2014	AMRI UW Equity	0.000916
31/12/2014	ANIP UQ Equity	0.001101
31/12/2014	ARAV UW Equity	0.000937
31/12/2014	ARIA UW Equity	0.002219
31/12/2014	ARNA UW Equity	0.001318
31/12/2014	ASPX UQ Equity	0.002497
31/12/2014	AVDL UQ Equity	0.001119
31/12/2014	AVNR UW Equity	0.005658
31/12/2014	BCRX UW Equity	0.001507
31/12/2014	BIIB UW Equity	0.088505
31/12/2014	BLUE UW Equity	0.004560
31/12/2014	BMRN UW Equity	0.022996
31/12/2014	CARA UQ Equity	0.000392
