Dates	Ticker	Weight
31/12/2012	PRGO UW Equity	0.037789
31/12/2012	PSTV UQ Equity	0.000643
31/12/2012	QCOR UW Equity	0.006939
31/12/2012	QGEN UW Equity	0.010182
31/12/2012	REGN UW Equity	0.094054
31/12/2012	RIGL UW Equity	0.002406
31/12/2012	RPTP UQ Equity	0.001190
31/12/2012	SAVA UW Equity	0.000389
31/12/2012	SCLN UW Equity	0.000855
31/12/2012	SGEN UW Equity	0.010327
31/12/2012	SGMO UQ Equity	0.001240
31/12/2012	SGNT UQ Equity	0.001717
31/12/2012	SHPG UW Equity	0.015029
31/12/2012	SIGA UQ Equity	0.000576
31/12/2012	SLXP UW Equity	0.010369
31/12/2012	SNTS UW Equity	0.002998
31/12/2012	SPPI UW Equity	0.002744
31/12/2012	SQNM UW Equity	0.002228
31/12/2012	SRPT UQ Equity	0.002641
31/12/2012	SUPN UQ Equity	0.000807
31/12/2012	SVA UW Equity	0.000687
31/12/2012	SVNTQ UQ Equity	0.000286
31/12/2012	TECH UW Equity	0.006550
31/12/2012	TSRX UQ Equity	0.000727
31/12/2012	UTHR UW Equity	0.012335
31/12/2012	VNDA UQ Equity	0.000413
31/12/2012	VPHM UW Equity	0.005758
31/12/2012	VRTX UW Equity	0.034363
31/12/2012	VVUSQ UW Equity	0.004400
31/12/2012	WCRX UW Equity	0.007352
31/12/2012	XNPT UW Equity	0.001349
31/12/2012	XOMA UQ Equity	0.000776
31/12/2012	ZGNX UQ Equity	0.000530
31/01/2013	1255459D UW Equity	0.017866
31/01/2013	1832555D UQ Equity	0.001076
31/01/2013	1872828D UW Equity	0.000000
31/01/2013	1893407D UW Equity	0.002666
31/01/2013	ACOR UW Equity	0.004215
31/01/2013	AEGR UQ Equity	0.003130
31/01/2013	AFFX UW Equity	0.000890
31/01/2013	AFFY UW Equity	0.003053
31/01/2013	AKRXQ UW Equity	0.000000
31/01/2013	ALKS UW Equity	0.009872
31/01/2013	ALNY UW Equity	0.005617
31/01/2013	ALXN UW Equity	0.070580
31/01/2013	AMAG UW Equity	0.001299
31/01/2013	AMGN UW Equity	0.076298
31/01/2013	AMRN UQ Equity	0.003994
31/01/2013	ARIA UW Equity	0.012047
31/01/2013	ARNA UW Equity	0.005369
31/01/2013	ARQL UQ Equity	0.000407
31/01/2013	ASTX UW Equity	0.001206
31/01/2013	AUXL UW Equity	0.003261
31/01/2013	AVEO UW Equity	0.001479
31/01/2013	AVNR UW Equity	0.001432
31/01/2013	BCRX UW Equity	0.000297
31/01/2013	BIIB UW Equity	0.052714
31/01/2013	BMRN UW Equity	0.030563
31/01/2013	CADX UW Equity	0.001480
31/01/2013	CASC UQ Equity	0.000409
31/01/2013	CBIO UW Equity	0.000581
31/01/2013	CBST UW Equity	0.012058
31/01/2013	CELG UW Equity	0.067650
31/01/2013	CERS UQ Equity	0.000657
31/01/2013	CLDX UQ Equity	0.001751
31/01/2013	CRIS UQ Equity	0.000914
31/01/2013	DNDNQ UW Equity	0.003352
31/01/2013	DYAX UQ Equity	0.001324
31/01/2013	ECYT UW Equity	0.001240
31/01/2013	ENDPQ UW Equity	0.006521
31/01/2013	ENZN UW Equity	0.001054
31/01/2013	EXEL UW Equity	0.004189
31/01/2013	FOLD UQ Equity	0.000652
31/01/2013	FRTX UQ Equity	0.001167
31/01/2013	GERN UW Equity	0.000962
31/01/2013	GEVA UQ Equity	0.004066
31/01/2013	GHDX UW Equity	0.003357
31/01/2013	GILD UW Equity	0.076733
31/01/2013	GRFS UW Equity	0.008458
31/01/2013	HALO UQ Equity	0.002849
31/01/2013	HITK UW Equity	0.001864
31/01/2013	IDIX UQ Equity	0.002177
31/01/2013	ILMN UW Equity	0.021016
31/01/2013	IMGN UW Equity	0.003409
31/01/2013	IMMU UQ Equity	0.000840
31/01/2013	INCY UW Equity	0.010237
31/01/2013	INFI UW Equity	0.005363
31/01/2013	INVA UQ Equity	0.008580
31/01/2013	IONS UW Equity	0.005287
31/01/2013	IPXL UW Equity	0.005811
31/01/2013	IRWD UW Equity	0.003533
31/01/2013	ITMN UW Equity	0.004449
31/01/2013	JAZZ UW Equity	0.010598
31/01/2013	LGND UQ Equity	0.001651
31/01/2013	LMNX UW Equity	0.002873
31/01/2013	LXRX UW Equity	0.003946
31/01/2013	MACK UW Equity	0.002251
31/01/2013	MAPP UW Equity	0.003154
31/01/2013	MDCO UW Equity	0.004302
31/01/2013	MDGL UQ Equity	0.003002
31/01/2013	MDVN UQ Equity	0.015192
31/01/2013	MNKD UQ Equity	0.002942
31/01/2013	MNTA UW Equity	0.002540
31/01/2013	MYGN UW Equity	0.007683
31/01/2013	MYL UW Equity	0.029887
31/01/2013	NBIX UW Equity	0.001221
31/01/2013	NKTR UW Equity	0.004524
31/01/2013	NPSP UQ Equity	0.002588
31/01/2013	NVAX UQ Equity	0.001000
31/01/2013	NVLNF UW Equity	0.001325
31/01/2013	OMER UQ Equity	0.000531
31/01/2013	OMPI UW Equity	0.000981
31/01/2013	ONCT UQ Equity	0.001208
31/01/2013	ONXX UW Equity	0.026487
31/01/2013	OPTR UW Equity	0.001613
31/01/2013	OREXQ UQ Equity	0.001660
31/01/2013	OSIR UQ Equity	0.001010
31/01/2013	PACB UW Equity	0.000514
31/01/2013	PCRX UQ Equity	0.002124
31/01/2013	PDLI UW Equity	0.002728
31/01/2013	PRGO UW Equity	0.034208
31/01/2013	PSTV UQ Equity	0.000656
31/01/2013	QCOR UW Equity	0.006200
31/01/2013	QGEN UW Equity	0.011038
31/01/2013	REGN UW Equity	0.089601
31/01/2013	RIGL UW Equity	0.002275
31/01/2013	RPTP UQ Equity	0.001031
31/01/2013	SAVA UW Equity	0.000368
31/01/2013	SCLN UW Equity	0.000972
31/01/2013	SGEN UW Equity	0.012283
31/01/2013	SGMO UQ Equity	0.001850
31/01/2013	SGNT UQ Equity	0.001590
31/01/2013	SHPG UW Equity	0.015297
31/01/2013	SIGA UQ Equity	0.000601
31/01/2013	SLXP UW Equity	0.011496
31/01/2013	SNTS UW Equity	0.003417
31/01/2013	SPPI UW Equity	0.002897
31/01/2013	SQNM UW Equity	0.001835
31/01/2013	SRPT UQ Equity	0.003196
31/01/2013	SUPN UQ Equity	0.000809
31/01/2013	SVA UW Equity	0.000643
31/01/2013	SVNTQ UQ Equity	0.000260
31/01/2013	TECH UW Equity	0.006437
31/01/2013	TSRX UQ Equity	0.000869
31/01/2013	UTHR UW Equity	0.011659
31/01/2013	VNDA UQ Equity	0.000420
31/01/2013	VPHM UW Equity	0.006320
31/01/2013	VRTX UW Equity	0.034376
31/01/2013	VVUSQ UW Equity	0.003720
31/01/2013	WCRX UW Equity	0.008107
31/01/2013	XNPT UW Equity	0.001365
31/01/2013	XOMA UQ Equity	0.000816
31/01/2013	ZGNX UQ Equity	0.000530
28/02/2013	1255459D UW Equity	0.015842
28/02/2013	1832555D UQ Equity	0.001096
28/02/2013	1872828D UW Equity	0.000000
28/02/2013	1893407D UW Equity	0.002373
28/02/2013	ACOR UW Equity	0.004285
28/02/2013	AEGR UW Equity	0.003286
28/02/2013	AFFX UW Equity	0.000943
28/02/2013	AFFY UW Equity	0.000426
28/02/2013	AKRXQ UW Equity	0.000000
28/02/2013	ALKS UW Equity	0.009175
28/02/2013	ALNY UW Equity	0.005442
28/02/2013	ALXN UW Equity	0.064272
28/02/2013	AMAG UW Equity	0.001330
28/02/2013	AMGN UW Equity	0.080528
28/02/2013	AMRN UQ Equity	0.003742
28/02/2013	ARIA UW Equity	0.013859
28/02/2013	ARNA UW Equity	0.005266
28/02/2013	ARQL UQ Equity	0.000391
28/02/2013	ASTX UW Equity	0.001158
28/02/2013	AUXL UW Equity	0.002982
28/02/2013	AVEO UW Equity	0.001230
28/02/2013	AVNR UW Equity	0.001321
28/02/2013	BCRX UW Equity	0.000217
28/02/2013	BIIB UW Equity	0.055434
28/02/2013	BMRN UW Equity	0.031849
28/02/2013	CADX UW Equity	0.001513
28/02/2013	CASC UW Equity	0.000422
28/02/2013	CBIO UW Equity	0.000553
28/02/2013	CBST UW Equity	0.011729
28/02/2013	CELG UW Equity	0.069600
28/02/2013	CERS UQ Equity	0.000672
28/02/2013	CLDX UW Equity	0.002868
28/02/2013	CRIS UQ Equity	0.000763
28/02/2013	DNDNQ UW Equity	0.003257
28/02/2013	DYAX UQ Equity	0.001319
28/02/2013	ECYT UW Equity	0.001177
28/02/2013	ENDPQ UW Equity	0.006300
28/02/2013	ENZN UW Equity	0.000888
28/02/2013	EXEL UW Equity	0.004045
28/02/2013	FOLD UQ Equity	0.000454
28/02/2013	FRTX UW Equity	0.001029
28/02/2013	GERN UW Equity	0.000877
28/02/2013	GEVA UW Equity	0.004334
28/02/2013	GHDX UW Equity	0.003384
28/02/2013	GILD UW Equity	0.081972
28/02/2013	GRFS UW Equity	0.008995
28/02/2013	HALO UW Equity	0.002294
28/02/2013	HITK UW Equity	0.001859
28/02/2013	IDIX UW Equity	0.001904
28/02/2013	ILMN UW Equity	0.020532
28/02/2013	IMGN UW Equity	0.003563
28/02/2013	IMMU UQ Equity	0.000660
28/02/2013	INCY UW Equity	0.012200
28/02/2013	INFI UW Equity	0.006343
28/02/2013	INVA UW Equity	0.007720
28/02/2013	IONS UW Equity	0.005277
28/02/2013	IPXL UW Equity	0.005640
28/02/2013	IRWD UW Equity	0.004060
28/02/2013	ITMN UW Equity	0.003953
28/02/2013	JAZZ UW Equity	0.010789
28/02/2013	LGND UQ Equity	0.001665
28/02/2013	LMNX UW Equity	0.002603
28/02/2013	LXRX UW Equity	0.003602
28/02/2013	MACK UW Equity	0.002342
28/02/2013	MAPP UW Equity	0.003141
28/02/2013	MDCO UW Equity	0.004519
28/02/2013	MDGL UQ Equity	0.002272
28/02/2013	MDVN UW Equity	0.013551
28/02/2013	MNKD UQ Equity	0.003070
28/02/2013	MNTA UW Equity	0.002532
28/02/2013	MYGN UW Equity	0.007122
28/02/2013	MYL UW Equity	0.030888
28/02/2013	NBIX UW Equity	0.001407
28/02/2013	NKTR UW Equity	0.004829
28/02/2013	NPSP UQ Equity	0.002306
28/02/2013	NVAX UW Equity	0.001003
28/02/2013	NVLNF UW Equity	0.001301
28/02/2013	OMER UQ Equity	0.000521
28/02/2013	OMPI UW Equity	0.000908
28/02/2013	ONCT UQ Equity	0.001085
28/02/2013	ONXX UW Equity	0.025390
28/02/2013	OPTR UW Equity	0.002079
28/02/2013	OREXQ UW Equity	0.001707
28/02/2013	OSIR UQ Equity	0.000833
28/02/2013	PACB UW Equity	0.000471
28/02/2013	PCRX UW Equity	0.002364
28/02/2013	PDLI UW Equity	0.002794
28/02/2013	PRGO UW Equity	0.038006
28/02/2013	PSTV UQ Equity	0.000602
28/02/2013	QCOR UW Equity	0.007827
28/02/2013	QGEN UW Equity	0.011124
28/02/2013	REGN UW Equity	0.084884
28/02/2013	RIGL UW Equity	0.002300
28/02/2013	RPTP UQ Equity	0.000934
28/02/2013	SAVA UW Equity	0.000389
28/02/2013	SCLN UW Equity	0.000873
28/02/2013	SGEN UW Equity	0.011581
28/02/2013	SGMO UW Equity	0.001943
28/02/2013	SGNT UQ Equity	0.001618
28/02/2013	SHPG UW Equity	0.011987
28/02/2013	SIGA UQ Equity	0.000869
28/02/2013	SLXP UW Equity	0.011569
28/02/2013	SNTS UW Equity	0.003349
28/02/2013	SPPI UW Equity	0.002584
28/02/2013	SQNM UW Equity	0.001793
28/02/2013	SRPT UQ Equity	0.003413
28/02/2013	SUPN UQ Equity	0.000797
28/02/2013	SVA UW Equity	0.000667
28/02/2013	SVNTQ UQ Equity	0.000237
28/02/2013	TECH UW Equity	0.006025
28/02/2013	TSRX UQ Equity	0.000872
28/02/2013	UTHR UW Equity	0.012768
28/02/2013	VNDA UQ Equity	0.000388
28/02/2013	VPHM UW Equity	0.005833
28/02/2013	VRTX UW Equity	0.035465
28/02/2013	VVUSQ UW Equity	0.003249
28/02/2013	WCRX UW Equity	0.007627
28/02/2013	XNPT UW Equity	0.001226
28/02/2013	XOMA UQ Equity	0.000811
28/02/2013	ZGNX UQ Equity	0.000689
28/03/2013	1255459D UW Equity	0.016096
28/03/2013	1832555D UQ Equity	0.001316
28/03/2013	1872828D UW Equity	0.000000
28/03/2013	1893407D UW Equity	0.002869
28/03/2013	ACOR UW Equity	0.004270
28/03/2013	AEGR UW Equity	0.004138
28/03/2013	AFFX UW Equity	0.001010
28/03/2013	AFFY UW Equity	0.000205
28/03/2013	AKRXQ UW Equity	0.000000
28/03/2013	ALKS UW Equity	0.009334
28/03/2013	ALNY UW Equity	0.005181
28/03/2013	ALXN UW Equity	0.063305
28/03/2013	AMAG UW Equity	0.001769
28/03/2013	AMGN UW Equity	0.081284
28/03/2013	AMRN UQ Equity	0.003173
28/03/2013	ARIA UW Equity	0.011002
28/03/2013	ARNA UW Equity	0.004756
28/03/2013	ARQL UQ Equity	0.000380
28/03/2013	ASTX UW Equity	0.001462
28/03/2013	AUXL UW Equity	0.002824
28/03/2013	AVEO UW Equity	0.001251
28/03/2013	AVNR UW Equity	0.001233
28/03/2013	BCRX UW Equity	0.000199
28/03/2013	BIIB UW Equity	0.059258
28/03/2013	BMRN UW Equity	0.032147
28/03/2013	CADX UW Equity	0.001907
28/03/2013	CASC UW Equity	0.000391
28/03/2013	CBIO UW Equity	0.000505
28/03/2013	CBST UW Equity	0.012040
28/03/2013	CELG UW Equity	0.071431
28/03/2013	CERS UQ Equity	0.001047
28/03/2013	CLDX UW Equity	0.003219
28/03/2013	CRIS UQ Equity	0.000859
28/03/2013	DNDNQ UW Equity	0.002485
28/03/2013	DYAX UQ Equity	0.001654
28/03/2013	ECYT UW Equity	0.001402
28/03/2013	ENDPQ UW Equity	0.005769
28/03/2013	ENZN UW Equity	0.000736
28/03/2013	EXEL UW Equity	0.003785
28/03/2013	FOLD UQ Equity	0.000497
28/03/2013	FRTX UW Equity	0.001183
28/03/2013	GERN UW Equity	0.000593
28/03/2013	GEVA UW Equity	0.004813
28/03/2013	GHDX UW Equity	0.003082
28/03/2013	GILD UW Equity	0.087070
28/03/2013	GRFS UW Equity	0.008075
28/03/2013	HALO UW Equity	0.002237
28/03/2013	HITK UW Equity	0.001547
28/03/2013	IDIX UW Equity	0.001486
28/03/2013	ILMN UW Equity	0.020520
28/03/2013	IMGN UW Equity	0.003485
28/03/2013	IMMU UQ Equity	0.000697
28/03/2013	INCY UW Equity	0.012116
28/03/2013	INFI UW Equity	0.006872
28/03/2013	INVA UW Equity	0.008344
28/03/2013	IONS UW Equity	0.005647
28/03/2013	IPXL UW Equity	0.004061
28/03/2013	IRWD UW Equity	0.004705
28/03/2013	ITMN UW Equity	0.003817
28/03/2013	JAZZ UW Equity	0.009593
28/03/2013	LGND UQ Equity	0.001993
28/03/2013	LMNX UW Equity	0.002357
28/03/2013	LXRX UW Equity	0.003678
28/03/2013	MACK UW Equity	0.002096
28/03/2013	MDCO UW Equity	0.004381
28/03/2013	MDGL UQ Equity	0.002099
28/03/2013	MDVN UW Equity	0.011981
28/03/2013	MNKD UQ Equity	0.003752
28/03/2013	MNTA UW Equity	0.002450
28/03/2013	MYGN UW Equity	0.006501
28/03/2013	MYL UW Equity	0.027041
28/03/2013	NBIX UW Equity	0.001492
28/03/2013	NKTR UW Equity	0.005288
28/03/2013	NPSP UQ Equity	0.002725
28/03/2013	NVAX UW Equity	0.001160
28/03/2013	NVLNF UW Equity	0.001302
28/03/2013	OMER UQ Equity	0.000365
28/03/2013	OMPI UW Equity	0.001228
28/03/2013	ONCT UQ Equity	0.000913
28/03/2013	ONXX UW Equity	0.029646
28/03/2013	OPTR UW Equity	0.001883
28/03/2013	OREXQ UW Equity	0.001871
28/03/2013	OSIR UQ Equity	0.001216
28/03/2013	PACB UW Equity	0.000470
28/03/2013	PCRX UW Equity	0.002880
28/03/2013	PDLI UW Equity	0.002640
28/03/2013	PRGO UW Equity	0.036838
28/03/2013	PSTV UQ Equity	0.000547
28/03/2013	QCOR UW Equity	0.007222
28/03/2013	QGEN UW Equity	0.010094
28/03/2013	REGN UW Equity	0.083542
28/03/2013	RIGL UW Equity	0.002145
28/03/2013	RPTP UQ Equity	0.001028
28/03/2013	SAVA UW Equity	0.000422
28/03/2013	SCLN UW Equity	0.000778
28/03/2013	SGEN UW Equity	0.013638
28/03/2013	SGMO UW Equity	0.001694
28/03/2013	SGNT UQ Equity	0.001598
28/03/2013	SHPG UW Equity	0.010790
28/03/2013	SIGA UQ Equity	0.000671
28/03/2013	SLXP UW Equity	0.011185
28/03/2013	SNTS UW Equity	0.004037
28/03/2013	SPPI UW Equity	0.001574
28/03/2013	SQNM UW Equity	0.001671
28/03/2013	SRPT UQ Equity	0.003976
28/03/2013	SUPN UQ Equity	0.000540
28/03/2013	SVA UW Equity	0.000694
28/03/2013	SVNTQ UQ Equity	0.000186
28/03/2013	TECH UW Equity	0.005550
28/03/2013	TSRX UQ Equity	0.001049
28/03/2013	UTHR UW Equity	0.011846
28/03/2013	VNDA UQ Equity	0.000375
28/03/2013	VPHM UW Equity	0.005373
28/03/2013	VRTX UW Equity	0.038515
28/03/2013	VVUSQ UW Equity	0.003079
28/03/2013	WCRX UW Equity	0.007063
28/03/2013	XNPT UW Equity	0.001160
28/03/2013	XOMA UQ Equity	0.000964
28/03/2013	ZGNX UQ Equity	0.000612
30/04/2013	1255459D UW Equity	0.017057
30/04/2013	1832555D UQ Equity	0.001479
30/04/2013	1872828D UW Equity	0.000000
30/04/2013	1893407D UW Equity	0.002300
30/04/2013	ACOR UW Equity	0.004903
30/04/2013	AEGR UW Equity	0.004008
30/04/2013	AFFX UW Equity	0.000724
30/04/2013	AFFY UW Equity	0.000124
30/04/2013	AKRXQ UW Equity	0.000000
30/04/2013	ALKS UW Equity	0.011199
30/04/2013	ALNY UW Equity	0.004732
30/04/2013	ALXN UW Equity	0.062579
30/04/2013	AMAG UW Equity	0.001520
30/04/2013	AMGN UW Equity	0.076799
30/04/2013	AMRN UQ Equity	0.002949
30/04/2013	ARIA UW Equity	0.010101
30/04/2013	ARNA UW Equity	0.004436
30/04/2013	ARQL UQ Equity	0.000402
30/04/2013	ASTX UW Equity	0.002096
30/04/2013	AUXL UW Equity	0.002268
30/04/2013	AVEO UW Equity	0.000809
30/04/2013	AVNR UW Equity	0.001334
30/04/2013	BCRX UW Equity	0.000312
30/04/2013	BIIB UW Equity	0.062503
30/04/2013	BMRN UW Equity	0.031481
30/04/2013	CADX UW Equity	0.001875
30/04/2013	CASC UW Equity	0.000439
30/04/2013	CBIO UW Equity	0.000505
30/04/2013	CBST UW Equity	0.010975
30/04/2013	CELG UW Equity	0.067626
30/04/2013	CERS UQ Equity	0.001172
30/04/2013	CLDX UW Equity	0.003372
30/04/2013	CRIS UQ Equity	0.000913
30/04/2013	DNDNQ UW Equity	0.002299
30/04/2013	DYAX UQ Equity	0.000969
30/04/2013	ECYT UW Equity	0.001454
30/04/2013	ENDPQ UW Equity	0.006387
30/04/2013	ENZN UW Equity	0.000594
30/04/2013	EXEL UW Equity	0.003951
30/04/2013	FOLD UQ Equity	0.000473
30/04/2013	FRTX UW Equity	0.001019
30/04/2013	GERN UW Equity	0.000603
30/04/2013	GEVA UW Equity	0.004211
30/04/2013	GHDX UW Equity	0.003075
30/04/2013	GILD UW Equity	0.083752
30/04/2013	GRFS UW Equity	0.008079
30/04/2013	HALO UW Equity	0.002177
30/04/2013	HITK UW Equity	0.001436
30/04/2013	IDIX UW Equity	0.001436
30/04/2013	ILMN UW Equity	0.022847
30/04/2013	IMGN UW Equity	0.003231
30/04/2013	IMMU UQ Equity	0.000688
30/04/2013	INCY UW Equity	0.010655
30/04/2013	INFI UW Equity	0.005678
30/04/2013	INVA UW Equity	0.011081
30/04/2013	IONS UW Equity	0.006936
30/04/2013	IPXL UW Equity	0.004278
30/04/2013	IRWD UW Equity	0.003637
30/04/2013	ITMN UW Equity	0.003657
30/04/2013	JAZZ UW Equity	0.009305
30/04/2013	LGND UQ Equity	0.001899
30/04/2013	LMNX UW Equity	0.002205
30/04/2013	LXRX UW Equity	0.003105
30/04/2013	MACK UW Equity	0.001571
30/04/2013	MDCO UW Equity	0.004114
30/04/2013	MDGL UQ Equity	0.002326
30/04/2013	MDVN UW Equity	0.012550
30/04/2013	MNKD UQ Equity	0.004064
30/04/2013	MNTA UW Equity	0.002103
30/04/2013	MYGN UW Equity	0.006625
30/04/2013	MYL UW Equity	0.025280
30/04/2013	NBIX UW Equity	0.001318
30/04/2013	NKTR UW Equity	0.004843
30/04/2013	NPSP UQ Equity	0.003338
30/04/2013	NVAX UW Equity	0.001111
30/04/2013	NVLNF UW Equity	0.001100
30/04/2013	OMER UQ Equity	0.000332
30/04/2013	ONCT UQ Equity	0.000945
30/04/2013	ONXX UW Equity	0.029395
30/04/2013	OPTR UW Equity	0.002271
30/04/2013	OREXQ UW Equity	0.001692
30/04/2013	OSIR UQ Equity	0.001219
30/04/2013	PACB UW Equity	0.000449
30/04/2013	PCRX UW Equity	0.002677
30/04/2013	PDLI UW Equity	0.002598
30/04/2013	PRGO UW Equity	0.034434
30/04/2013	PSTV UQ Equity	0.000569
30/04/2013	QCOR UW Equity	0.006341
30/04/2013	QGEN UW Equity	0.008847
30/04/2013	REGN UW Equity	0.094697
30/04/2013	RIGL UW Equity	0.001406
30/04/2013	RPTP UQ Equity	0.001127
30/04/2013	SAVA UW Equity	0.000472
30/04/2013	SCLN UW Equity	0.000744
30/04/2013	SGEN UW Equity	0.013190
30/04/2013	SGMO UW Equity	0.001677
30/04/2013	SGNT UQ Equity	0.001399
30/04/2013	SHPG UW Equity	0.010279
30/04/2013	SIGA UQ Equity	0.000575
30/04/2013	SLXP UW Equity	0.010621
30/04/2013	SNTS UW Equity	0.003977
30/04/2013	SPPI UW Equity	0.001453
30/04/2013	SQNM UW Equity	0.001411
30/04/2013	SRPT UQ Equity	0.002904
30/04/2013	SUPN UQ Equity	0.000459
30/04/2013	SVA UW Equity	0.000617
30/04/2013	SVNTQ UQ Equity	0.000161
30/04/2013	TECH UW Equity	0.004877
30/04/2013	TSRX UQ Equity	0.000993
30/04/2013	UTHR UW Equity	0.012079
30/04/2013	VNDA UQ Equity	0.000432
30/04/2013	VPHM UW Equity	0.005409
30/04/2013	VRTX UW Equity	0.050015
30/04/2013	VVUSQ UW Equity	0.003457
30/04/2013	WCRX UW Equity	0.006966
30/04/2013	XNPT UW Equity	0.000936
30/04/2013	XOMA UQ Equity	0.000899
30/04/2013	ZGNX UQ Equity	0.000547
31/05/2013	1255459D UW Equity	0.016165
31/05/2013	1832555D UQ Equity	0.001368
31/05/2013	1872828D UW Equity	0.000000
31/05/2013	1878384D UQ Equity	0.000615
31/05/2013	1893407D UW Equity	0.002398
31/05/2013	ACAD UQ Equity	0.003588
31/05/2013	ACOR UW Equity	0.003906
31/05/2013	AEGR UW Equity	0.006545
31/05/2013	AFFX UW Equity	0.000703
31/05/2013	AKRXQ UW Equity	0.000000
31/05/2013	ALKS UW Equity	0.010776
31/05/2013	ALNY UW Equity	0.005704
31/05/2013	ALXN UW Equity	0.058701
31/05/2013	AMAG UW Equity	0.001202
31/05/2013	AMGN UW Equity	0.069824
31/05/2013	AMRI UW Equity	0.000981
31/05/2013	AMRN UQ Equity	0.002622
31/05/2013	ARIA UW Equity	0.009770
31/05/2013	ARNA UW Equity	0.004485
31/05/2013	ARQL UQ Equity	0.000348
31/05/2013	ASTX UW Equity	0.001393
31/05/2013	AUXL UW Equity	0.002136
31/05/2013	AVEO UW Equity	0.000382
31/05/2013	AVNR UW Equity	0.001308
31/05/2013	BIIB UW Equity	0.063900
31/05/2013	BMRN UW Equity	0.031261
31/05/2013	CADX UW Equity	0.001660
31/05/2013	CASC UW Equity	0.000305
31/05/2013	CBIO UW Equity	0.000582
31/05/2013	CBST UW Equity	0.012377
31/05/2013	CELG UW Equity	0.066746
31/05/2013	CERS UQ Equity	0.001067
31/05/2013	CLDX UW Equity	0.003115
31/05/2013	CLVSQ UW Equity	0.002844
31/05/2013	CRIS UQ Equity	0.000860
31/05/2013	DNDNQ UW Equity	0.001840
31/05/2013	DYAX UQ Equity	0.001148
31/05/2013	ECYT UW Equity	0.001350
31/05/2013	ENDPQ UW Equity	0.005963
31/05/2013	ENZN UW Equity	0.000519
31/05/2013	EXEL UW Equity	0.003473
31/05/2013	FOLD UQ Equity	0.000457
31/05/2013	FRTX UW Equity	0.000911
31/05/2013	FURX UW Equity	0.001101
31/05/2013	GERN UW Equity	0.000529
31/05/2013	GEVA UW Equity	0.003164
31/05/2013	GHDX UW Equity	0.003483
31/05/2013	GILD UW Equity	0.084918
31/05/2013	GRFS UW Equity	0.006646
31/05/2013	HALO UW Equity	0.002401
31/05/2013	HITK UW Equity	0.001308
31/05/2013	HPTX UQ Equity	0.001172
31/05/2013	IDIX UW Equity	0.001733
31/05/2013	ILMN UW Equity	0.023406
31/05/2013	IMGN UW Equity	0.003492
31/05/2013	IMMU UQ Equity	0.000990
31/05/2013	INCY UW Equity	0.010051
31/05/2013	INFI UW Equity	0.003347
31/05/2013	INVA UW Equity	0.010843
31/05/2013	IONS UW Equity	0.007014
31/05/2013	IPXL UW Equity	0.004366
31/05/2013	IRWD UW Equity	0.003561
31/05/2013	ITMN UW Equity	0.003650
31/05/2013	JAZZ UW Equity	0.010215
31/05/2013	LGND UQ Equity	0.001960
31/05/2013	LMNX UW Equity	0.002408
31/05/2013	LUMO UQ Equity	0.001221
31/05/2013	LXRX UW Equity	0.003532
31/05/2013	MACK UW Equity	0.001667
31/05/2013	MDCO UW Equity	0.003699
31/05/2013	MDGL UQ Equity	0.001578
31/05/2013	MDVN UW Equity	0.010896
31/05/2013	MNKD UQ Equity	0.006467
31/05/2013	MNTA UW Equity	0.002117
